Car_ID,Brand,Model,Variant,Body_Type,Year,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Engine_CC,Power_BHP,Torque_Nm,Mileage_kmpl,Color,Airbags,Insurance_Type,Service_History,Registration_Type,Previous_Accidents,State,City,Is_Metro_City,Price_Lakhs
73605,Maruti,Celerio,Base,Hatchback,2020,5,63911,Petrol,Manual,First Owner,5,1276,86.9,137.4,20.6,Blue,2,Comprehensive,No Record,Individual,1,Kerala,Kochi,0,3.21
73606,Skoda,Rapid,Mid,Sedan,2009,16,165620,Petrol,Manual,Second Owner,5,1562,119.9,168.7,18.5,Grey,5,Comprehensive,Full Service History,Individual,2,Gujarat,Ahmedabad,0,1.92
73607,Tata,Harrier,Base,SUV,2008,17,253170,Petrol,Manual,Second Owner,5,1159,82.8,127.7,16.1,Black,3,Third Party,Full Service History,Individual,0,Telangana,Hyderabad,1,0.74
73608,Volkswagen,Taigun,Base,SUV,2010,15,164757,Diesel,Automatic,First Owner,7,1613,114.1,151.1,16.5,Brown,5,Third Party,Full Service History,Individual,1,Madhya Pradesh,Bhopal,0,2.05
73609,Volkswagen,Taigun,Mid,SUV,2011,14,185608,Petrol,Manual,First Owner,5,1723,130.3,193.5,14.4,White,6,Comprehensive,Full Service History,Company,0,Uttar Pradesh,Noida,0,2.49
73610,Renault,Triber,Mid,MUV,2015,10,129907,Petrol,Automatic,First Owner,7,1047,69.2,107.9,15.9,White,1,Comprehensive,Full Service History,Company,0,Maharashtra,Mumbai,1,2.77
73611,Hyundai,Creta,Base,SUV,2022,3,53052,Petrol,Manual,Second Owner,5,996,79.2,105.0,20.3,White,1,Comprehensive,Full Service History,Company,0,Madhya Pradesh,Bhopal,0,4.36
73612,Honda,Jazz,Mid,Hatchback,2019,6,92935,CNG,Manual,First Owner,5,1349,82.7,121.9,23.8,Red,7,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,5.05
73613,Volkswagen,Polo,Mid,Hatchback,2022,3,43133,CNG,Manual,Second Owner,5,1878,157.0,242.0,26.1,White,4,Expired,Full Service History,Individual,0,Gujarat,Surat,0,6.17
73614,Maruti,Swift,Mid,Hatchback,2020,5,61442,Petrol,Manual,First Owner,5,1079,67.2,89.4,17.8,Blue,1,Expired,Partial Service History,Individual,1,Punjab,Ludhiana,0,3.75
73615,Tata,Punch,Limited Edition,SUV,2006,19,267774,Diesel,Manual,First Owner,5,1168,89.0,131.0,23.8,White,4,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,0.83
73616,Jeep,Meridian,Mid,SUV,2012,13,198140,Petrol,Automatic,Second Owner,7,2091,166.3,258.5,15.2,Silver,6,Expired,Full Service History,Company,0,Telangana,Hyderabad,1,10.52
73617,Maruti,Baleno,Top,Hatchback,2022,3,25299,Diesel,Manual,First Owner,5,1140,88.3,122.8,23.7,Brown,3,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,6.97
73618,Honda,City,Mid,Sedan,2020,5,92832,Electric,Automatic,Fourth & Above Owner,5,1301,107.3,169.8,6.5,Grey,4,Comprehensive,Full Service History,Individual,0,West Bengal,Kolkata,1,9.35
73619,Mercedes,C-Class,Base,Sedan,2011,14,153018,LPG,Automatic,Second Owner,5,2150,161.9,228.1,15.6,Brown,7,Comprehensive,Partial Service History,Company,0,Kerala,Kochi,0,6.97
73620,Maruti,Dzire,Top,Sedan,2011,14,212073,Diesel,Automatic,First Owner,5,1176,99.4,130.2,22.1,Black,1,Third Party,No Record,Individual,1,Gujarat,Ahmedabad,0,1.43
73621,Ford,Figo,Top,Hatchback,2023,2,34116,Petrol,Manual,Second Owner,5,1323,102.1,134.9,20.2,Grey,4,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,10.03
73622,Volvo,XC40,Mid,SUV,2010,15,142376,Diesel,Automatic,Second Owner,5,2441,186.9,271.4,16.9,Red,7,Third Party,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,9.21
73623,Tata,Tigor,Base,Sedan,2010,15,128270,Diesel,Manual,First Owner,5,1096,70.3,95.1,20.8,White,2,Expired,Partial Service History,Individual,0,Punjab,Chandigarh,0,1.11
73624,Audi,A6,Mid,Sedan,2005,20,280000,Petrol,Automatic,Second Owner,5,2649,174.6,235.4,12.2,Grey,7,Comprehensive,Full Service History,Individual,0,Kerala,Trivandrum,0,4.83
73625,Honda,Jazz,Limited Edition,Hatchback,2014,11,142424,Petrol,Automatic,First Owner,5,1498,122.8,172.1,16.5,Black,4,Third Party,Full Service History,Company,0,West Bengal,Kolkata,1,5.28
73626,Skoda,Octavia,Mid,Sedan,2011,14,149033,CNG,Manual,First Owner,5,1651,130.0,205.8,29.0,White,1,Comprehensive,Partial Service History,Individual,1,West Bengal,Kolkata,1,2.4
73627,Tata,Punch,Limited Edition,SUV,2005,20,230208,LPG,Manual,First Owner,7,1178,97.2,127.9,15.9,Black,2,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,0.67
73628,Ford,Figo,Top,Hatchback,2014,11,165491,Diesel,Manual,First Owner,5,1443,89.1,132.1,22.9,Red,5,Third Party,Partial Service History,Individual,0,Karnataka,Bangalore,1,4.21
73629,Tata,Harrier,Mid,SUV,2010,15,147584,Diesel,Manual,First Owner,7,1021,72.6,102.3,18.4,Black,5,Comprehensive,Full Service History,Individual,3,Uttar Pradesh,Noida,0,1.13
73630,Honda,City,Mid,Sedan,2017,8,100957,Diesel,Automatic,First Owner,5,1570,100.4,140.4,16.1,White,2,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Indore,0,6.07
73631,Skoda,Octavia,Top,Sedan,2015,10,138389,Diesel,Automatic,First Owner,5,1450,97.9,147.2,19.3,Silver,5,Comprehensive,Partial Service History,Individual,0,Punjab,Ludhiana,0,4.71
73632,Volkswagen,Polo,Top,Hatchback,2021,4,70440,Petrol,Manual,Second Owner,5,1361,86.6,124.0,17.4,White,4,Expired,No Record,Individual,0,Madhya Pradesh,Bhopal,0,7.19
73633,Jeep,Meridian,Mid,SUV,2021,4,34265,Diesel,Automatic,Second Owner,5,1911,117.1,172.1,15.8,Grey,7,Third Party,Full Service History,Individual,2,Madhya Pradesh,Bhopal,0,30.3
73634,Maruti,Baleno,Base,Hatchback,2018,7,55792,CNG,Manual,First Owner,5,868,60.2,80.2,17.7,Silver,2,Third Party,Partial Service History,Individual,0,Karnataka,Mysore,0,2.39
73635,Audi,A6,Base,Sedan,2008,17,230685,CNG,Automatic,First Owner,5,1830,154.8,203.6,22.4,Grey,7,Expired,Partial Service History,Individual,0,West Bengal,Kolkata,1,5.14
73636,Honda,City,Base,Sedan,2014,11,125866,Diesel,Automatic,First Owner,5,973,73.4,115.0,20.4,White,4,Third Party,Partial Service History,Individual,1,Karnataka,Mysore,0,3.42
73637,Tata,Punch,Limited Edition,SUV,2008,17,175415,Petrol,Manual,First Owner,7,1051,81.0,123.7,15.9,Red,3,Comprehensive,Partial Service History,Individual,0,Madhya Pradesh,Indore,0,1.09
73638,Renault,Triber,Mid,MUV,2005,20,280000,Diesel,Manual,Third Owner,7,1260,76.8,119.6,23.9,Blue,2,Comprehensive,No Record,Individual,0,Delhi,Delhi,1,0.5
73639,Honda,WR-V,Mid,SUV,2008,17,131761,Petrol,Manual,Third Owner,7,1490,97.0,132.4,16.4,Silver,5,Comprehensive,Full Service History,Individual,0,Maharashtra,Mumbai,1,1.75
73640,Nissan,Magnite,Base,SUV,2020,5,56209,Petrol,Manual,Fourth & Above Owner,5,1082,83.5,120.4,15.4,Blue,1,Third Party,No Record,Individual,0,Delhi,Delhi,1,2.52
73641,Hyundai,Venue,Limited Edition,SUV,2019,6,88798,Petrol,Manual,Second Owner,7,1017,64.7,96.0,15.6,White,3,Comprehensive,Full Service History,Company,0,Uttar Pradesh,Noida,0,3.74
73642,Renault,Kwid,Limited Edition,Hatchback,2021,4,38907,Diesel,Automatic,First Owner,5,1070,75.9,101.1,21.3,Black,3,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,6.96
73643,Maruti,Alto,Mid,Hatchback,2008,17,200038,Petrol,Manual,First Owner,5,1032,70.4,98.0,15.6,Blue,2,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,1.01
73644,Renault,Kwid,Mid,Hatchback,2009,16,271207,Diesel,Automatic,Third Owner,5,1088,92.4,143.3,19.1,Brown,4,Third Party,Partial Service History,Individual,0,Uttar Pradesh,Lucknow,0,0.93
73645,Tata,Tiago,Top,Hatchback,2023,2,7491,Diesel,Manual,Second Owner,5,1238,97.5,149.4,19.5,Silver,1,Comprehensive,Partial Service History,Individual,0,West Bengal,Kolkata,1,6.57
73646,Tata,Tiago,Mid,Hatchback,2008,17,74332,Diesel,Manual,First Owner,5,914,58.0,75.7,20.1,Black,3,Comprehensive,Full Service History,Individual,1,Maharashtra,Nagpur,0,1.29
73647,Volkswagen,Taigun,Mid,SUV,2018,7,53791,Petrol,Automatic,First Owner,5,1571,97.8,138.6,14.9,Green,4,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,6.44
73648,Hyundai,Aura,Top,Sedan,2013,12,208531,Diesel,Manual,Second Owner,5,1155,75.2,118.5,20.8,White,2,Expired,Full Service History,Individual,0,West Bengal,Kolkata,1,1.64
73649,Ford,Endeavour,Base,SUV,2005,20,280000,CNG,Automatic,Second Owner,7,1753,141.6,202.4,25.5,Green,4,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,1.02
73650,Toyota,Fortuner,Limited Edition,SUV,2006,19,280000,Petrol,Manual,Third Owner,7,1389,88.5,135.0,14.5,Black,4,Expired,Full Service History,Individual,1,Punjab,Ludhiana,0,1.06
73651,Mahindra,XUV700,Top,SUV,2015,10,106203,Diesel,Manual,First Owner,5,1371,111.7,171.7,23.5,Silver,4,Comprehensive,Full Service History,Individual,0,Karnataka,Bangalore,1,5.55
73652,Nissan,Magnite,Limited Edition,SUV,2006,19,271137,Petrol,Manual,First Owner,5,966,61.5,90.4,17.7,White,3,Comprehensive,Full Service History,Individual,0,Rajasthan,Udaipur,0,0.82
73653,Toyota,Glanza,Base,Hatchback,2011,14,188349,Petrol,Manual,First Owner,5,1597,119.6,183.5,15.7,Red,3,Third Party,Full Service History,Individual,0,Maharashtra,Mumbai,1,2.22
73654,BMW,3 Series,Mid,Sedan,2023,2,39232,Diesel,Automatic,First Owner,5,2264,176.1,262.6,16.6,Silver,7,Comprehensive,Full Service History,Company,0,West Bengal,Kolkata,1,51.33
73655,Hyundai,Venue,Top,SUV,2020,5,40280,Diesel,Manual,Third Owner,5,920,65.8,100.0,21.1,Blue,2,Comprehensive,No Record,Company,2,Punjab,Ludhiana,0,3.23
73656,Skoda,Kushaq,Base,SUV,2014,11,200645,Petrol,Manual,First Owner,5,1426,96.1,128.5,18.2,Red,3,Comprehensive,Partial Service History,Individual,0,Telangana,Hyderabad,1,2.75
73657,Volkswagen,Taigun,Mid,SUV,2016,9,134978,CNG,Manual,Second Owner,5,1730,124.2,173.4,25.7,Silver,4,Third Party,Partial Service History,Individual,3,Karnataka,Mysore,0,2.87
73658,Nissan,Micra,Base,Hatchback,2018,7,88642,Petrol,Manual,Fourth & Above Owner,5,1055,77.3,108.8,13.1,Grey,1,Expired,Full Service History,Company,0,Madhya Pradesh,Indore,0,2.0
73659,Honda,WR-V,Top,SUV,2019,6,90699,CNG,Manual,Fourth & Above Owner,5,1278,84.2,110.4,24.9,Red,4,Third Party,Full Service History,Individual,0,Rajasthan,Udaipur,0,4.75
73660,Tata,Tigor,Base,Sedan,2022,3,11532,Diesel,Manual,Third Owner,5,1204,99.6,136.9,22.4,Black,1,Third Party,Partial Service History,Company,0,Punjab,Chandigarh,0,3.81
73661,Maruti,Baleno,Base,Hatchback,2005,20,278244,Diesel,Manual,First Owner,5,1107,80.7,120.2,16.5,Black,2,Comprehensive,Partial Service History,Individual,0,Gujarat,Surat,0,0.58
73662,Honda,Jazz,Mid,Hatchback,2014,11,92681,Diesel,Manual,Third Owner,5,1564,111.5,177.8,18.5,White,2,Comprehensive,No Record,Individual,0,Karnataka,Mysore,0,3.16
73663,Mahindra,XUV500,Top,SUV,2023,2,29209,Petrol,Manual,Second Owner,5,1505,117.7,182.1,17.5,Silver,5,Comprehensive,Partial Service History,Individual,0,Maharashtra,Pune,1,10.99
73664,Hyundai,Venue,Base,SUV,2009,16,108894,Diesel,Manual,Fourth & Above Owner,5,1003,74.3,100.8,22.5,White,3,Comprehensive,Partial Service History,Individual,1,Maharashtra,Nagpur,0,0.83
73665,Maruti,Alto,Mid,Hatchback,2005,20,244833,Petrol,Manual,First Owner,5,1195,91.9,140.6,16.7,White,3,Comprehensive,Partial Service History,Individual,2,Kerala,Trivandrum,0,0.59
73666,Tata,Altroz,Base,Hatchback,2006,19,280000,Petrol,Manual,First Owner,5,1113,82.8,122.6,12.9,White,4,Comprehensive,Partial Service History,Individual,0,Maharashtra,Mumbai,1,0.64
73667,Hyundai,Aura,Mid,Sedan,2007,18,216747,Petrol,Manual,First Owner,5,1258,102.9,139.7,16.5,Silver,2,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,0.86
73668,Hyundai,Santro,Top,Hatchback,2009,16,137045,Petrol,Manual,Second Owner,5,1298,87.9,138.9,19.2,Green,2,Third Party,Full Service History,Individual,0,Punjab,Chandigarh,0,1.2
73669,Hyundai,i10,Base,Hatchback,2009,16,221903,Petrol,Manual,First Owner,5,1188,72.0,95.5,22.5,Black,2,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,0.92
73670,BMW,5 Series,Limited Edition,Sedan,2015,10,84694,Diesel,Automatic,First Owner,5,2477,198.1,292.1,23.5,Brown,6,Comprehensive,Full Service History,Individual,1,Madhya Pradesh,Bhopal,0,22.58
73671,Ford,EcoSport,Top,SUV,2022,3,43551,Diesel,Manual,Fourth & Above Owner,5,1852,149.4,210.9,19.8,Black,4,Comprehensive,Full Service History,Individual,1,Maharashtra,Mumbai,1,10.07
73672,Honda,Jazz,Mid,Hatchback,2014,11,81679,Petrol,Manual,Second Owner,5,1417,114.1,151.7,19.5,Black,4,Comprehensive,Full Service History,Individual,0,Maharashtra,Pune,1,3.69
73673,Ford,Figo,Base,Hatchback,2013,12,143972,Petrol,Manual,First Owner,5,1509,109.4,173.4,16.2,White,4,Comprehensive,No Record,Company,1,Punjab,Chandigarh,0,2.59
73674,Tata,Tigor,Base,Sedan,2015,10,158892,Petrol,Automatic,Second Owner,5,1265,93.1,126.4,16.2,Blue,1,Comprehensive,Full Service History,Individual,0,Punjab,Ludhiana,0,1.98
73675,Skoda,Kushaq,Base,SUV,2017,8,98747,Petrol,Manual,Third Owner,7,1613,102.2,154.1,16.7,Black,5,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,3.79
73676,Hyundai,Verna,Base,Sedan,2022,3,42725,Petrol,Manual,First Owner,5,1221,96.1,143.0,20.5,Silver,2,Comprehensive,Partial Service History,Company,0,Rajasthan,Udaipur,0,4.01
73677,Tata,Harrier,Mid,SUV,2010,15,136248,Petrol,Automatic,First Owner,7,945,63.8,88.2,15.8,Silver,2,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,1.5
73678,Hyundai,Santro,Mid,Hatchback,2005,20,262179,Petrol,Manual,Second Owner,5,1061,89.7,133.8,17.9,Black,3,Comprehensive,Partial Service History,Individual,1,Kerala,Trivandrum,0,0.53
73679,Honda,Jazz,Mid,Hatchback,2010,15,99456,Petrol,Manual,Third Owner,5,1773,134.1,201.3,17.8,Blue,3,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,2.09
73680,Maruti,Alto,Top,Hatchback,2014,11,109674,Petrol,Manual,First Owner,5,1279,78.5,103.3,18.7,Green,2,Third Party,Full Service History,Individual,1,Maharashtra,Nagpur,0,2.51
73681,Tata,Punch,Top,SUV,2023,2,4283,Petrol,Manual,First Owner,5,1051,78.5,117.0,14.5,White,1,Third Party,Partial Service History,Individual,1,West Bengal,Kolkata,1,7.05
73682,Ford,Endeavour,Base,SUV,2006,19,208016,Petrol,Manual,Second Owner,5,1273,85.5,125.3,16.6,White,5,Expired,Partial Service History,Company,0,Kerala,Trivandrum,0,0.96
73683,Hyundai,i20,Base,Hatchback,2006,19,164906,Petrol,Manual,First Owner,5,1135,79.3,126.0,19.4,Blue,1,Third Party,No Record,Individual,1,Gujarat,Ahmedabad,0,0.62
73684,Tata,Tigor,Base,Sedan,2019,6,74198,Petrol,Manual,First Owner,5,1051,64.6,93.7,16.7,Grey,1,Comprehensive,Partial Service History,Individual,1,Gujarat,Ahmedabad,0,2.96
73685,Ford,Endeavour,Limited Edition,SUV,2023,2,16350,Petrol,Automatic,First Owner,5,1487,107.0,146.6,18.1,Black,3,Expired,Full Service History,Individual,0,Maharashtra,Mumbai,1,14.3
73686,Maruti,Swift,Base,Hatchback,2012,13,193565,Diesel,Manual,First Owner,5,1205,89.8,117.9,21.4,Grey,4,Comprehensive,No Record,Individual,0,Madhya Pradesh,Bhopal,0,1.34
73687,Kia,Carens,Top,MUV,2006,19,93801,Petrol,Manual,First Owner,7,936,69.4,93.8,16.4,Brown,3,Comprehensive,Full Service History,Individual,3,Rajasthan,Udaipur,0,1.59
73688,Tata,Tigor,Mid,Sedan,2007,18,212301,Diesel,Manual,First Owner,5,989,72.4,107.2,22.2,Blue,3,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,0.89
73689,Honda,Jazz,Base,Hatchback,2017,8,89607,Petrol,Manual,Third Owner,5,1201,90.0,133.0,18.2,White,6,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,3.92
73690,Hyundai,Creta,Limited Edition,SUV,2007,18,226810,Petrol,Manual,First Owner,7,1266,76.8,118.6,20.3,Grey,1,Third Party,Partial Service History,Individual,0,Telangana,Hyderabad,1,1.03
73691,Maruti,WagonR,Limited Edition,Hatchback,2012,13,138574,Petrol,Automatic,Third Owner,5,1189,81.0,125.6,16.9,Black,1,Comprehensive,Full Service History,Individual,0,Delhi,Delhi,1,2.0
73692,Nissan,Magnite,Top,SUV,2013,12,140663,Diesel,Manual,Fourth & Above Owner,5,1100,78.2,110.2,21.9,Grey,2,Comprehensive,Partial Service History,Individual,1,Telangana,Hyderabad,1,1.58
73693,Ford,Endeavour,Top,SUV,2023,2,33120,Diesel,Manual,First Owner,5,1614,102.9,147.0,22.4,Red,6,Third Party,Full Service History,Individual,0,Madhya Pradesh,Bhopal,0,11.33
73694,Mahindra,XUV500,Top,SUV,2012,13,107944,CNG,Manual,Second Owner,5,1510,114.1,152.0,23.9,Red,3,Comprehensive,Partial Service History,Individual,0,Karnataka,Bangalore,1,2.88
73695,Maruti,Baleno,Base,Hatchback,2020,5,60627,Diesel,Manual,Second Owner,5,1135,96.2,152.1,18.2,White,4,Third Party,No Record,Company,1,West Bengal,Kolkata,1,3.28
73696,Honda,Jazz,Base,Hatchback,2011,14,141767,CNG,Manual,Second Owner,5,1608,127.6,193.9,23.8,Silver,4,Comprehensive,Full Service History,Company,0,Madhya Pradesh,Bhopal,0,1.9
73697,Renault,Duster,Base,SUV,2016,9,128248,Petrol,Manual,First Owner,7,940,58.7,78.8,19.3,Blue,3,Comprehensive,Full Service History,Individual,1,Uttar Pradesh,Lucknow,0,2.09
73698,Maruti,Brezza,Base,SUV,2011,14,96841,Diesel,Manual,First Owner,7,981,63.6,87.1,20.4,Grey,2,Third Party,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,1.38
73699,Volkswagen,Vento,Top,Sedan,2014,11,141179,Petrol,Automatic,First Owner,5,1391,100.1,152.0,16.8,White,4,Expired,Partial Service History,Company,2,Rajasthan,Udaipur,0,3.38
73700,Maruti,Dzire,Base,Sedan,2010,15,252592,Diesel,Manual,Third Owner,5,884,62.1,88.3,21.4,Grey,2,Comprehensive,Partial Service History,Individual,1,Kerala,Kochi,0,0.74
73701,Mahindra,XUV700,Mid,SUV,2018,7,106226,CNG,Automatic,Second Owner,5,1600,103.2,158.6,29.1,Grey,5,Comprehensive,Full Service History,Company,3,Madhya Pradesh,Bhopal,0,4.32
73702,Kia,Carens,Base,MUV,2023,2,25226,Diesel,Automatic,First Owner,7,1415,96.8,153.2,20.2,Black,3,Third Party,No Record,Individual,0,West Bengal,Kolkata,1,10.21
73703,Honda,Amaze,Mid,Sedan,2020,5,46350,Petrol,Automatic,First Owner,5,1578,107.7,146.9,12.6,Black,2,Comprehensive,Partial Service History,Individual,0,Kerala,Trivandrum,0,8.74
73704,Skoda,Octavia,Base,Sedan,2010,15,220249,Petrol,Manual,Third Owner,5,1444,88.1,122.5,14.4,Red,6,Comprehensive,Full Service History,Individual,0,Punjab,Chandigarh,0,1.62
73705,Maruti,Ertiga,Limited Edition,MUV,2014,11,140157,Petrol,Automatic,Second Owner,7,1020,86.2,135.1,16.5,Black,2,Comprehensive,Full Service History,Individual,0,Rajasthan,Udaipur,0,2.62
73706,Mahindra,XUV700,Base,SUV,2020,5,72596,Diesel,Manual,First Owner,7,1456,106.1,143.7,19.4,White,3,Comprehensive,Full Service History,Individual,0,Tamil Nadu,Coimbatore,0,7.09
73707,Renault,Triber,Base,MUV,2012,13,118692,Diesel,Manual,First Owner,7,984,68.2,104.5,15.9,White,3,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,1.65
73708,Tata,Altroz,Mid,Hatchback,2005,20,214929,Diesel,Manual,Second Owner,5,1038,79.3,122.4,23.5,Blue,1,Comprehensive,Partial Service History,Company,0,Tamil Nadu,Coimbatore,0,0.63
73709,Maruti,Swift,Top,Hatchback,2023,2,14116,Diesel,Automatic,First Owner,5,1295,107.2,142.6,21.9,Red,2,Comprehensive,Full Service History,Individual,0,Rajasthan,Jaipur,0,8.22
73710,Tata,Nexon,Mid,SUV,2008,17,278718,Diesel,Manual,First Owner,5,926,61.3,93.8,16.6,Silver,1,Third Party,Full Service History,Company,1,Maharashtra,Mumbai,1,0.84
73711,Hyundai,i20,Top,Hatchback,2013,12,118061,Petrol,Automatic,Second Owner,5,1141,88.5,138.0,13.9,White,2,Third Party,Full Service History,Individual,0,Telangana,Hyderabad,1,2.07
73712,Mercedes,C-Class,Top,Sedan,2017,8,120593,Electric,Automatic,First Owner,5,2232,137.5,212.3,7.8,Red,5,Expired,Full Service History,Individual,1,Karnataka,Mysore,0,26.84
73713,Tata,Tigor,Top,Sedan,2006,19,224179,LPG,Manual,First Owner,5,1068,89.6,136.9,14.6,Red,3,Comprehensive,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,0.63
73714,Honda,Amaze,Top,Sedan,2021,4,32955,Diesel,Automatic,First Owner,5,1412,118.9,182.3,18.8,Blue,3,Third Party,No Record,Individual,0,Uttar Pradesh,Noida,0,9.74
73715,Hyundai,i20,Limited Edition,Hatchback,2021,4,56715,Petrol,Manual,First Owner,5,1000,72.3,108.1,14.6,Grey,1,Comprehensive,Full Service History,Individual,0,Maharashtra,Mumbai,1,5.62
73716,Renault,Kwid,Top,Hatchback,2009,16,116174,CNG,Manual,Fourth & Above Owner,5,1063,88.8,132.7,26.5,White,1,Comprehensive,Partial Service History,Individual,0,Gujarat,Surat,0,0.93
73717,Mahindra,XUV500,Base,SUV,2007,18,182743,Diesel,Manual,First Owner,5,1707,131.0,188.1,20.5,Grey,5,Comprehensive,Partial Service History,Individual,0,Delhi,Delhi,1,1.4
73718,Mercedes,GLA,Top,SUV,2021,4,37965,Diesel,Automatic,First Owner,7,2523,189.5,291.3,17.7,Brown,4,Third Party,Full Service History,Individual,0,Rajasthan,Jaipur,0,44.21
73719,Jeep,Meridian,Base,SUV,2012,13,182782,Petrol,Automatic,First Owner,7,1406,103.0,146.5,17.5,Black,6,Expired,Partial Service History,Individual,0,West Bengal,Kolkata,1,9.17
73720,Tata,Tiago,Top,Hatchback,2022,3,28673,Diesel,Automatic,First Owner,5,949,60.6,85.0,16.0,Brown,1,Third Party,Partial Service History,Individual,0,Tamil Nadu,Coimbatore,0,6.06
73721,Audi,A4,Top,Sedan,2005,20,280000,Petrol,Automatic,First Owner,5,1996,151.2,223.1,18.1,Black,5,Comprehensive,No Record,Individual,0,Uttar Pradesh,Lucknow,0,5.6
73722,Maruti,WagonR,Top,Hatchback,2020,5,70684,Diesel,Manual,Fourth & Above Owner,5,1305,88.9,126.9,23.3,Silver,3,Comprehensive,Full Service History,Individual,0,Uttar Pradesh,Noida,0,3.86
73723,Toyota,Innova,Base,MUV,2017,8,112621,Petrol,Manual,First Owner,7,1728,139.6,194.5,15.0,White,4,Expired,Full Service History,Individual,0,Uttar Pradesh,Lucknow,0,4.19
73724,Hyundai,Verna,Top,Sedan,2012,13,126397,Petrol,Manual,First Owner,5,875,66.9,96.3,18.5,White,3,Third Party,Full Service History,Individual,0,Kerala,Kochi,0,1.74
73725,Hyundai,Verna,Mid,Sedan,2014,11,128968,CNG,Manual,Second Owner,5,1107,82.7,122.1,15.4,Grey,2,Comprehensive,Full Service History,Individual,1,Rajasthan,Jaipur,0,1.68
73726,Hyundai,Venue,Limited Edition,SUV,2008,17,280000,Petrol,Manual,Fourth & Above Owner,5,896,74.6,101.4,17.9,Grey,1,Comprehensive,Full Service History,Company,0,Uttar Pradesh,Noida,0,0.74
73727,Hyundai,Creta,Mid,SUV,2017,8,123262,Diesel,Manual,Second Owner,5,940,79.9,117.9,20.9,Black,2,Comprehensive,Partial Service History,Company,0,Punjab,Chandigarh,0,2.57
73728,Kia,Sonet,Top,SUV,2012,13,183521,Petrol,Manual,First Owner,5,1293,90.3,130.9,15.5,White,4,Comprehensive,Full Service History,Individual,0,Telangana,Hyderabad,1,3.19
73729,Skoda,Kushaq,Mid,SUV,2018,7,72765,Petrol,Manual,First Owner,5,1414,100.8,145.8,16.7,Black,5,Comprehensive,Full Service History,Individual,1,Punjab,Chandigarh,0,5.58
73730,Nissan,Kicks,Mid,SUV,2006,19,199268,Petrol,Manual,First Owner,7,840,57.9,79.5,20.6,Red,2,Comprehensive,Full Service History,Individual,1,Rajasthan,Jaipur,0,0.73
73731,Kia,Carens,Top,MUV,2015,10,135961,Diesel,Automatic,Second Owner,7,1460,100.7,146.1,18.6,Brown,3,Comprehensive,No Record,Individual,0,Rajasthan,Udaipur,0,4.23
73732,Jeep,Meridian,Mid,SUV,2011,14,126170,Petrol,Manual,Second Owner,5,1740,139.4,219.6,19.6,Grey,8,Third Party,Partial Service History,Individual,0,Uttar Pradesh,Lucknow,0,8.88
73733,Mercedes,E-Class,Top,Sedan,2023,2,12541,Petrol,Automatic,Second Owner,5,2207,185.1,264.5,17.3,Grey,5,Comprehensive,Full Service History,Individual,0,Gujarat,Surat,0,53.84
73734,Volkswagen,Vento,Base,Sedan,2008,17,195527,Petrol,Automatic,First Owner,5,1896,146.2,204.6,15.8,Silver,5,Comprehensive,Partial Service History,Individual,1,Telangana,Hyderabad,1,1.66
73735,Maruti,Celerio,Base,Hatchback,2023,2,30663,Diesel,Manual,First Owner,5,1091,75.1,120.1,18.3,White,3,Third Party,Full Service History,Individual,0,Punjab,Ludhiana,0,5.56
73736,Volkswagen,Polo,Base,Hatchback,2005,20,162660,Diesel,Manual,First Owner,5,1282,83.1,125.6,21.0,Red,4,Comprehensive,Full Service History,Company,0,Gujarat,Ahmedabad,0,1.2
73737,Hyundai,Creta,Limited Edition,SUV,2020,5,68956,Petrol,Manual,First Owner,5,978,63.7,93.2,16.2,White,1,Third Party,Partial Service History,Individual,0,Delhi,Delhi,1,4.96
73738,BMW,X1,Base,SUV,2010,15,180693,Petrol,Automatic,Third Owner,7,1895,159.1,227.3,18.6,Grey,5,Third Party,Full Service History,Company,1,Telangana,Hyderabad,1,7.28
